path,engine,dialect,script_id,speaker_ref,difficulty_spoof_prob,verdict
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_00.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.5171,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_01.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.9214,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_02.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.5166,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_03.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.8845,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_04.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.765,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_05.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.9201,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_06.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.8415,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_07.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.7746,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_08.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.5648,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_00.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.8526,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_01.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9945,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_02.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9343,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_03.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9968,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_04.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9599,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_05.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.993,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_06.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.7638,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_07.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9461,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_08.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.753,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_09.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9533,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_10.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9558,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_11.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9342,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunjianNeural_SC-000017_00.wav,edgetts,mandarin,SC-000017,zh-CN-YunjianNeural,0.5709,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunjianNeural_SC-000017_01.wav,edgetts,mandarin,SC-000017,zh-CN-YunjianNeural,0.9732,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunjianNeural_SC-000017_02.wav,edgetts,mandarin,SC-000017,zh-CN-YunjianNeural,0.755,可检
