path,engine,dialect,script_id,speaker_ref,difficulty_spoof_prob,verdict
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_00.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.6382,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_01.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.8827,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_02.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.5011,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_03.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.8783,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_04.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.8397,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_05.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.9266,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_06.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.9328,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_07.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.8292,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-YunxiNeural_SC-000017_08.wav,edgetts,mandarin,SC-000017,zh-CN-YunxiNeural,0.6032,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_00.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.8515,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_01.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9902,可检
data/redteam/factory/segments/edgetts/mandarin/seg_edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000017_02.wav,edgetts,mandarin,SC-000017,zh-CN-XiaoxiaoNeural,0.9176,可检
